,Stazione,Data inizio,Data fine,Strumento,PM10,Unità di misura,F1,F2,F3,F4
535,DE AMICIS,05/06/2011,06/06/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
536,DE AMICIS,06/06/2011,07/06/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
537,DE AMICIS,07/06/2011,08/06/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
538,DE AMICIS,08/06/2011,09/06/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
539,DE AMICIS,09/06/2011,10/06/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
540,DE AMICIS,10/06/2011,11/06/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
541,DE AMICIS,11/06/2011,12/06/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
542,DE AMICIS,12/06/2011,13/06/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
543,DE AMICIS,13/06/2011,14/06/2011,FAI SWAM 5A,,ug/m3,,-1,-1,-1
544,DE AMICIS,14/06/2011,15/06/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
545,DE AMICIS,15/06/2011,16/06/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
546,DE AMICIS,16/06/2011,17/06/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
547,DE AMICIS,17/06/2011,18/06/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
548,DE AMICIS,18/06/2011,19/06/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
549,DE AMICIS,19/06/2011,20/06/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
550,DE AMICIS,20/06/2011,21/06/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
551,DE AMICIS,21/06/2011,22/06/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
552,DE AMICIS,22/06/2011,23/06/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
553,DE AMICIS,23/06/2011,24/06/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
554,DE AMICIS,24/06/2011,25/06/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
555,DE AMICIS,25/06/2011,26/06/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
556,DE AMICIS,26/06/2011,27/06/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
557,DE AMICIS,27/06/2011,28/06/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
558,DE AMICIS,28/06/2011,29/06/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
559,DE AMICIS,29/06/2011,30/06/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
560,DE AMICIS,30/06/2011,01/07/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
561,DE AMICIS,01/07/2011,02/07/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
562,DE AMICIS,02/07/2011,03/07/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
563,DE AMICIS,03/07/2011,04/07/2011,FAI SWAM 5A,9.0,ug/m3,,1,1,1
564,DE AMICIS,04/07/2011,05/07/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
565,DE AMICIS,05/07/2011,06/07/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
566,DE AMICIS,06/07/2011,07/07/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
567,DE AMICIS,07/07/2011,08/07/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
568,DE AMICIS,08/07/2011,09/07/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
569,DE AMICIS,09/07/2011,10/07/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
570,DE AMICIS,10/07/2011,11/07/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
571,DE AMICIS,11/07/2011,12/07/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
572,DE AMICIS,12/07/2011,13/07/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
573,DE AMICIS,13/07/2011,14/07/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,1
574,DE AMICIS,14/07/2011,15/07/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
575,DE AMICIS,15/07/2011,16/07/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
576,DE AMICIS,16/07/2011,17/07/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
577,DE AMICIS,17/07/2011,18/07/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
578,DE AMICIS,18/07/2011,19/07/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
579,DE AMICIS,19/07/2011,20/07/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
580,DE AMICIS,20/07/2011,21/07/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
581,DE AMICIS,21/07/2011,22/07/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
582,DE AMICIS,22/07/2011,23/07/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
583,DE AMICIS,23/07/2011,24/07/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
584,DE AMICIS,24/07/2011,25/07/2011,FAI SWAM 5A,5.0,ug/m3,,1,1,1
585,DE AMICIS,25/07/2011,26/07/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
586,DE AMICIS,26/07/2011,27/07/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
587,DE AMICIS,27/07/2011,28/07/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
588,DE AMICIS,28/07/2011,29/07/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
589,DE AMICIS,29/07/2011,30/07/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
590,DE AMICIS,30/07/2011,31/07/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
591,DE AMICIS,31/07/2011,01/08/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
592,DE AMICIS,01/08/2011,02/08/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
593,DE AMICIS,02/08/2011,03/08/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
594,DE AMICIS,03/08/2011,04/08/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
595,DE AMICIS,04/08/2011,05/08/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
596,DE AMICIS,05/08/2011,06/08/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
597,DE AMICIS,06/08/2011,07/08/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
598,DE AMICIS,07/08/2011,08/08/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
599,DE AMICIS,08/08/2011,09/08/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
600,DE AMICIS,09/08/2011,10/08/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
601,DE AMICIS,10/08/2011,11/08/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
602,DE AMICIS,11/08/2011,12/08/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
603,DE AMICIS,12/08/2011,13/08/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
604,DE AMICIS,13/08/2011,14/08/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
605,DE AMICIS,14/08/2011,15/08/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
606,DE AMICIS,15/08/2011,16/08/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
607,DE AMICIS,16/08/2011,17/08/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
608,DE AMICIS,17/08/2011,18/08/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
609,DE AMICIS,18/08/2011,19/08/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
610,DE AMICIS,19/08/2011,20/08/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
611,DE AMICIS,20/08/2011,21/08/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
612,DE AMICIS,21/08/2011,22/08/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
613,DE AMICIS,22/08/2011,23/08/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
614,DE AMICIS,23/08/2011,24/08/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
615,DE AMICIS,24/08/2011,25/08/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
616,DE AMICIS,25/08/2011,26/08/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
617,DE AMICIS,26/08/2011,27/08/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
618,DE AMICIS,27/08/2011,28/08/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
619,DE AMICIS,28/08/2011,29/08/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
620,DE AMICIS,29/08/2011,30/08/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
621,DE AMICIS,30/08/2011,31/08/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
622,DE AMICIS,31/08/2011,01/09/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
623,DE AMICIS,01/09/2011,02/09/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
624,DE AMICIS,02/09/2011,03/09/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
625,DE AMICIS,03/09/2011,04/09/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,-1
626,DE AMICIS,04/09/2011,05/09/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
627,DE AMICIS,05/09/2011,06/09/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
628,DE AMICIS,06/09/2011,07/09/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
629,DE AMICIS,07/09/2011,08/09/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
630,DE AMICIS,08/09/2011,09/09/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
631,DE AMICIS,09/09/2011,10/09/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
632,DE AMICIS,10/09/2011,11/09/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
633,DE AMICIS,11/09/2011,12/09/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
634,DE AMICIS,12/09/2011,13/09/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
635,DE AMICIS,13/09/2011,14/09/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
636,DE AMICIS,14/09/2011,15/09/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
637,DE AMICIS,15/09/2011,16/09/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
638,DE AMICIS,16/09/2011,17/09/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
639,DE AMICIS,17/09/2011,18/09/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
640,DE AMICIS,18/09/2011,19/09/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
641,DE AMICIS,19/09/2011,20/09/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
642,DE AMICIS,20/09/2011,21/09/2011,FAI SWAM 5A,9.0,ug/m3,,1,1,1
643,DE AMICIS,21/09/2011,22/09/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
644,DE AMICIS,22/09/2011,23/09/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
645,DE AMICIS,23/09/2011,24/09/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
646,DE AMICIS,24/09/2011,25/09/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,1
647,DE AMICIS,25/09/2011,26/09/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
648,DE AMICIS,26/09/2011,27/09/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
649,DE AMICIS,27/09/2011,28/09/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
650,DE AMICIS,28/09/2011,29/09/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
651,DE AMICIS,29/09/2011,30/09/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
652,DE AMICIS,30/09/2011,01/10/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
653,DE AMICIS,01/10/2011,02/10/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
654,DE AMICIS,02/10/2011,03/10/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
655,DE AMICIS,03/10/2011,04/10/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
656,DE AMICIS,04/10/2011,05/10/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
657,DE AMICIS,05/10/2011,06/10/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
658,DE AMICIS,06/10/2011,07/10/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
659,DE AMICIS,07/10/2011,08/10/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
660,DE AMICIS,08/10/2011,09/10/2011,FAI SWAM 5A,9.0,ug/m3,,1,1,1
661,DE AMICIS,09/10/2011,10/10/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
662,DE AMICIS,10/10/2011,11/10/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
663,DE AMICIS,11/10/2011,12/10/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
664,DE AMICIS,12/10/2011,13/10/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
665,DE AMICIS,13/10/2011,14/10/2011,FAI SWAM 5A,49.0,ug/m3,,1,1,1
666,DE AMICIS,14/10/2011,15/10/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
667,DE AMICIS,15/10/2011,16/10/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
668,DE AMICIS,16/10/2011,17/10/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
669,DE AMICIS,17/10/2011,18/10/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
670,DE AMICIS,18/10/2011,19/10/2011,FAI SWAM 5A,35.0,ug/m3,,1,1,1
671,DE AMICIS,19/10/2011,20/10/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
672,DE AMICIS,20/10/2011,21/10/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
673,DE AMICIS,21/10/2011,22/10/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
674,DE AMICIS,22/10/2011,23/10/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
675,DE AMICIS,23/10/2011,24/10/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
676,DE AMICIS,24/10/2011,25/10/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
677,DE AMICIS,25/10/2011,26/10/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
678,DE AMICIS,26/10/2011,27/10/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
679,DE AMICIS,27/10/2011,28/10/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
680,DE AMICIS,28/10/2011,29/10/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
681,DE AMICIS,29/10/2011,30/10/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
682,DE AMICIS,30/10/2011,31/10/2011,FAI SWAM 5A,57.0,ug/m3,,1,1,1
683,DE AMICIS,31/10/2011,01/11/2011,FAI SWAM 5A,63.0,ug/m3,,1,1,1
684,DE AMICIS,01/11/2011,02/11/2011,FAI SWAM 5A,50.0,ug/m3,,1,1,1
685,DE AMICIS,02/11/2011,03/11/2011,FAI SWAM 5A,68.0,ug/m3,,1,1,1
686,DE AMICIS,03/11/2011,04/11/2011,FAI SWAM 5A,63.0,ug/m3,,1,1,1
687,DE AMICIS,04/11/2011,05/11/2011,FAI SWAM 5A,61.0,ug/m3,,1,1,1
688,DE AMICIS,05/11/2011,06/11/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
689,DE AMICIS,06/11/2011,07/11/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
690,DE AMICIS,07/11/2011,08/11/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
691,DE AMICIS,08/11/2011,09/11/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
692,DE AMICIS,09/11/2011,10/11/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
693,DE AMICIS,10/11/2011,11/11/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
694,DE AMICIS,11/11/2011,12/11/2011,FAI SWAM 5A,40.0,ug/m3,,1,1,1
695,DE AMICIS,12/11/2011,13/11/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
696,DE AMICIS,13/11/2011,14/11/2011,FAI SWAM 5A,41.0,ug/m3,,1,1,1
697,DE AMICIS,14/11/2011,15/11/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
698,DE AMICIS,15/11/2011,16/11/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
699,DE AMICIS,16/11/2011,17/11/2011,FAI SWAM 5A,46.0,ug/m3,,1,1,1
700,DE AMICIS,17/11/2011,18/11/2011,FAI SWAM 5A,51.0,ug/m3,,1,1,1
701,DE AMICIS,18/11/2011,19/11/2011,FAI SWAM 5A,52.0,ug/m3,,1,1,1
702,DE AMICIS,19/11/2011,20/11/2011,FAI SWAM 5A,60.0,ug/m3,,1,1,1
703,DE AMICIS,20/11/2011,21/11/2011,FAI SWAM 5A,51.0,ug/m3,,1,1,1
704,DE AMICIS,21/11/2011,22/11/2011,FAI SWAM 5A,57.0,ug/m3,,1,1,1
705,DE AMICIS,22/11/2011,23/11/2011,FAI SWAM 5A,64.0,ug/m3,,1,1,1
706,DE AMICIS,23/11/2011,24/11/2011,FAI SWAM 5A,46.0,ug/m3,,1,1,1
707,DE AMICIS,24/11/2011,25/11/2011,FAI SWAM 5A,42.0,ug/m3,,1,1,1
708,DE AMICIS,25/11/2011,26/11/2011,FAI SWAM 5A,44.0,ug/m3,,1,1,1
709,DE AMICIS,26/11/2011,27/11/2011,FAI SWAM 5A,48.0,ug/m3,,1,1,1
710,DE AMICIS,27/11/2011,28/11/2011,FAI SWAM 5A,49.0,ug/m3,,1,1,1
711,DE AMICIS,28/11/2011,29/11/2011,FAI SWAM 5A,77.0,ug/m3,,1,1,1
712,DE AMICIS,29/11/2011,30/11/2011,FAI SWAM 5A,61.0,ug/m3,,1,1,1
713,DE AMICIS,30/11/2011,01/12/2011,FAI SWAM 5A,54.0,ug/m3,,1,1,1
714,DE AMICIS,01/12/2011,02/12/2011,FAI SWAM 5A,62.0,ug/m3,,1,1,1
715,DE AMICIS,02/12/2011,03/12/2011,FAI SWAM 5A,92.0,ug/m3,,1,1,1
716,DE AMICIS,03/12/2011,04/12/2011,FAI SWAM 5A,95.0,ug/m3,,1,1,1
717,DE AMICIS,04/12/2011,05/12/2011,FAI SWAM 5A,87.0,ug/m3,,1,1,1
718,DE AMICIS,05/12/2011,06/12/2011,FAI SWAM 5A,52.0,ug/m3,,1,1,1
719,DE AMICIS,06/12/2011,07/12/2011,FAI SWAM 5A,48.0,ug/m3,,1,1,1
720,DE AMICIS,07/12/2011,08/12/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
721,DE AMICIS,08/12/2011,09/12/2011,FAI SWAM 5A,51.0,ug/m3,,1,1,1
722,DE AMICIS,09/12/2011,10/12/2011,FAI SWAM 5A,60.0,ug/m3,,1,1,1
723,DE AMICIS,10/12/2011,11/12/2011,FAI SWAM 5A,82.0,ug/m3,,1,1,1
724,DE AMICIS,11/12/2011,12/12/2011,FAI SWAM 5A,88.0,ug/m3,,1,1,1
725,DE AMICIS,12/12/2011,13/12/2011,FAI SWAM 5A,85.0,ug/m3,,1,1,1
726,DE AMICIS,13/12/2011,14/12/2011,FAI SWAM 5A,47.0,ug/m3,,1,1,1
727,DE AMICIS,14/12/2011,15/12/2011,FAI SWAM 5A,58.0,ug/m3,,1,1,1
728,DE AMICIS,15/12/2011,16/12/2011,FAI SWAM 5A,46.0,ug/m3,,1,1,1
729,DE AMICIS,16/12/2011,17/12/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
730,DE AMICIS,17/12/2011,18/12/2011,FAI SWAM 5A,6.0,ug/m3,,1,1,1
731,DE AMICIS,18/12/2011,19/12/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
732,DE AMICIS,19/12/2011,20/12/2011,FAI SWAM 5A,30.0,ug/m3,,1,1,1
733,DE AMICIS,20/12/2011,21/12/2011,FAI SWAM 5A,38.0,ug/m3,,1,1,1
734,DE AMICIS,21/12/2011,22/12/2011,FAI SWAM 5A,41.0,ug/m3,,1,1,1
735,DE AMICIS,22/12/2011,23/12/2011,FAI SWAM 5A,44.0,ug/m3,,1,1,1
736,DE AMICIS,23/12/2011,24/12/2011,FAI SWAM 5A,48.0,ug/m3,,1,1,1
737,DE AMICIS,24/12/2011,25/12/2011,FAI SWAM 5A,56.0,ug/m3,,1,1,1
738,DE AMICIS,25/12/2011,26/12/2011,FAI SWAM 5A,35.0,ug/m3,,1,1,1
739,DE AMICIS,26/12/2011,27/12/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
740,DE AMICIS,27/12/2011,28/12/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
741,DE AMICIS,28/12/2011,29/12/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
742,DE AMICIS,29/12/2011,30/12/2011,FAI SWAM 5A,45.0,ug/m3,,1,1,1
743,DE AMICIS,30/12/2011,31/12/2011,FAI SWAM 5A,55.0,ug/m3,,1,1,1
744,DE AMICIS,31/12/2011,01/01/2012,FAI SWAM 5A,26.0,ug/m3,,1,1,1
745,DE AMICIS,01/01/2012,02/01/2012,FAI SWAM 5A,45.0,ug/m3,,1,1,1
746,DE AMICIS,02/01/2012,03/01/2012,FAI SWAM 5A,67.0,ug/m3,,1,1,1
747,DE AMICIS,03/01/2012,04/01/2012,FAI SWAM 5A,20.0,ug/m3,,1,1,1
748,DE AMICIS,04/01/2012,05/01/2012,FAI SWAM 5A,23.0,ug/m3,,1,1,1
749,DE AMICIS,05/01/2012,06/01/2012,FAI SWAM 5A,16.0,ug/m3,,1,1,1
750,DE AMICIS,06/01/2012,07/01/2012,FAI SWAM 5A,4.0,ug/m3,,1,1,1
751,DE AMICIS,07/01/2012,08/01/2012,FAI SWAM 5A,15.0,ug/m3,,1,1,1
752,DE AMICIS,08/01/2012,09/01/2012,FAI SWAM 5A,29.0,ug/m3,,1,1,1
753,DE AMICIS,09/01/2012,10/01/2012,FAI SWAM 5A,25.0,ug/m3,,1,1,1
754,DE AMICIS,10/01/2012,11/01/2012,FAI SWAM 5A,33.0,ug/m3,,1,1,1
755,DE AMICIS,11/01/2012,12/01/2012,FAI SWAM 5A,35.0,ug/m3,,1,1,1
756,DE AMICIS,12/01/2012,13/01/2012,FAI SWAM 5A,47.0,ug/m3,,1,1,1
757,DE AMICIS,13/01/2012,14/01/2012,FAI SWAM 5A,66.0,ug/m3,,1,1,1
758,DE AMICIS,14/01/2012,15/01/2012,FAI SWAM 5A,86.0,ug/m3,,1,1,1
759,DE AMICIS,15/01/2012,16/01/2012,FAI SWAM 5A,68.0,ug/m3,,1,1,1
760,DE AMICIS,16/01/2012,17/01/2012,FAI SWAM 5A,54.0,ug/m3,,1,1,1
761,DE AMICIS,17/01/2012,18/01/2012,FAI SWAM 5A,49.0,ug/m3,,1,1,1
762,DE AMICIS,18/01/2012,19/01/2012,FAI SWAM 5A,63.0,ug/m3,,1,1,1
763,DE AMICIS,19/01/2012,20/01/2012,FAI SWAM 5A,81.0,ug/m3,,1,1,1
764,DE AMICIS,20/01/2012,21/01/2012,FAI SWAM 5A,66.0,ug/m3,,1,1,1
765,DE AMICIS,21/01/2012,22/01/2012,FAI SWAM 5A,59.0,ug/m3,,1,1,1
766,DE AMICIS,22/01/2012,23/01/2012,FAI SWAM 5A,80.0,ug/m3,,1,1,1
767,DE AMICIS,23/01/2012,24/01/2012,FAI SWAM 5A,100.0,ug/m3,,1,1,1
768,DE AMICIS,24/01/2012,25/01/2012,FAI SWAM 5A,71.0,ug/m3,,1,1,1
769,DE AMICIS,25/01/2012,26/01/2012,FAI SWAM 5A,34.0,ug/m3,,1,1,1
770,DE AMICIS,26/01/2012,27/01/2012,FAI SWAM 5A,30.0,ug/m3,,1,1,1
771,DE AMICIS,27/01/2012,28/01/2012,FAI SWAM 5A,50.0,ug/m3,,1,1,1
772,DE AMICIS,28/01/2012,29/01/2012,FAI SWAM 5A,58.0,ug/m3,,1,1,1
773,DE AMICIS,29/01/2012,30/01/2012,FAI SWAM 5A,40.0,ug/m3,,1,1,1
774,DE AMICIS,30/01/2012,31/01/2012,FAI SWAM 5A,39.0,ug/m3,,1,1,1
775,DE AMICIS,31/01/2012,01/02/2012,FAI SWAM 5A,35.0,ug/m3,,1,1,1
776,DE AMICIS,01/02/2012,02/02/2012,FAI SWAM 5A,21.0,ug/m3,,1,1,1
777,DE AMICIS,02/02/2012,03/02/2012,FAI SWAM 5A,34.0,ug/m3,,1,1,1
778,DE AMICIS,03/02/2012,04/02/2012,FAI SWAM 5A,31.0,ug/m3,,1,1,1
779,DE AMICIS,04/02/2012,05/02/2012,FAI SWAM 5A,30.0,ug/m3,,1,1,1
780,DE AMICIS,05/02/2012,06/02/2012,FAI SWAM 5A,39.0,ug/m3,,1,1,1
781,DE AMICIS,06/02/2012,07/02/2012,FAI SWAM 5A,46.0,ug/m3,,1,1,1
782,DE AMICIS,07/02/2012,08/02/2012,FAI SWAM 5A,51.0,ug/m3,,1,1,1
783,DE AMICIS,08/02/2012,09/02/2012,FAI SWAM 5A,59.0,ug/m3,,1,1,1
784,DE AMICIS,09/02/2012,10/02/2012,FAI SWAM 5A,63.0,ug/m3,,1,1,1
785,DE AMICIS,10/02/2012,11/02/2012,FAI SWAM 5A,57.0,ug/m3,,1,1,1
786,DE AMICIS,11/02/2012,12/02/2012,FAI SWAM 5A,49.0,ug/m3,,1,1,1
787,DE AMICIS,12/02/2012,13/02/2012,FAI SWAM 5A,50.0,ug/m3,,1,1,1
788,DE AMICIS,13/02/2012,14/02/2012,FAI SWAM 5A,41.0,ug/m3,,1,1,1
789,DE AMICIS,14/02/2012,15/02/2012,FAI SWAM 5A,44.0,ug/m3,,1,1,1
790,DE AMICIS,15/02/2012,16/02/2012,FAI SWAM 5A,26.0,ug/m3,,1,1,1
791,DE AMICIS,16/02/2012,17/02/2012,FAI SWAM 5A,84.0,ug/m3,,1,1,1
792,DE AMICIS,17/02/2012,18/02/2012,FAI SWAM 5A,73.0,ug/m3,,1,1,1
793,DE AMICIS,18/02/2012,19/02/2012,FAI SWAM 5A,89.0,ug/m3,,1,1,1
794,DE AMICIS,19/02/2012,20/02/2012,FAI SWAM 5A,132.0,ug/m3,,1,1,1
795,DE AMICIS,20/02/2012,21/02/2012,FAI SWAM 5A,47.0,ug/m3,,1,1,1
796,DE AMICIS,21/02/2012,22/02/2012,FAI SWAM 5A,25.0,ug/m3,,1,1,1
797,DE AMICIS,22/02/2012,23/02/2012,FAI SWAM 5A,46.0,ug/m3,,1,1,1
798,DE AMICIS,23/02/2012,24/02/2012,FAI SWAM 5A,45.0,ug/m3,,1,1,1
799,DE AMICIS,24/02/2012,25/02/2012,FAI SWAM 5A,41.0,ug/m3,,1,1,1
800,DE AMICIS,25/02/2012,26/02/2012,FAI SWAM 5A,31.0,ug/m3,,1,1,1
801,DE AMICIS,26/02/2012,27/02/2012,FAI SWAM 5A,33.0,ug/m3,,1,1,1
802,DE AMICIS,27/02/2012,28/02/2012,FAI SWAM 5A,25.0,ug/m3,,1,1,1
