,Stazione,Data inizio,Data fine,Strumento,PM2.5,Unità di misura,F1,F2,F3,F4
35,GIARDINI MARGHERITA,04/02/2019,05/02/2019,FAI SWAM 5A,20.0,ug/m3,,1.0,1.0,1
36,GIARDINI MARGHERITA,05/02/2019,06/02/2019,FAI SWAM 5A,24.0,ug/m3,,1.0,1.0,1
37,GIARDINI MARGHERITA,06/02/2019,07/02/2019,FAI SWAM 5A,36.0,ug/m3,,1.0,1.0,1
38,GIARDINI MARGHERITA,07/02/2019,08/02/2019,FAI SWAM 5A,30.0,ug/m3,,1.0,1.0,1
39,GIARDINI MARGHERITA,08/02/2019,09/02/2019,FAI SWAM 5A,37.0,ug/m3,,1.0,1.0,1
40,GIARDINI MARGHERITA,09/02/2019,10/02/2019,FAI SWAM 5A,37.0,ug/m3,,1.0,1.0,1
41,GIARDINI MARGHERITA,10/02/2019,11/02/2019,FAI SWAM 5A,27.0,ug/m3,,1.0,1.0,1
42,GIARDINI MARGHERITA,11/02/2019,12/02/2019,FAI SWAM 5A,24.0,ug/m3,,1.0,1.0,1
43,GIARDINI MARGHERITA,12/02/2019,13/02/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
44,GIARDINI MARGHERITA,13/02/2019,14/02/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
45,GIARDINI MARGHERITA,14/02/2019,15/02/2019,FAI SWAM 5A,35.0,ug/m3,,1.0,1.0,1
46,GIARDINI MARGHERITA,15/02/2019,16/02/2019,FAI SWAM 5A,44.0,ug/m3,,1.0,1.0,1
47,GIARDINI MARGHERITA,16/02/2019,17/02/2019,FAI SWAM 5A,45.0,ug/m3,,1.0,1.0,1
48,GIARDINI MARGHERITA,17/02/2019,18/02/2019,FAI SWAM 5A,48.0,ug/m3,,1.0,1.0,1
49,GIARDINI MARGHERITA,18/02/2019,19/02/2019,FAI SWAM 5A,24.0,ug/m3,,1.0,1.0,1
50,GIARDINI MARGHERITA,19/02/2019,20/02/2019,FAI SWAM 5A,16.0,ug/m3,,1.0,1.0,1
51,GIARDINI MARGHERITA,20/02/2019,21/02/2019,FAI SWAM 5A,49.0,ug/m3,,1.0,1.0,1
52,GIARDINI MARGHERITA,21/02/2019,22/02/2019,FAI SWAM 5A,48.0,ug/m3,,1.0,1.0,1
53,GIARDINI MARGHERITA,22/02/2019,23/02/2019,FAI SWAM 5A,38.0,ug/m3,,1.0,1.0,1
54,GIARDINI MARGHERITA,23/02/2019,24/02/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
55,GIARDINI MARGHERITA,24/02/2019,25/02/2019,FAI SWAM 5A,15.0,ug/m3,,1.0,1.0,1
56,GIARDINI MARGHERITA,25/02/2019,26/02/2019,FAI SWAM 5A,18.0,ug/m3,,1.0,1.0,1
57,GIARDINI MARGHERITA,26/02/2019,27/02/2019,FAI SWAM 5A,19.0,ug/m3,,1.0,1.0,1
58,GIARDINI MARGHERITA,27/02/2019,28/02/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
59,GIARDINI MARGHERITA,28/02/2019,01/03/2019,FAI SWAM 5A,16.0,ug/m3,,1.0,1.0,1
60,GIARDINI MARGHERITA,01/03/2019,02/03/2019,FAI SWAM 5A,37.0,ug/m3,,1.0,1.0,1
61,GIARDINI MARGHERITA,02/03/2019,03/03/2019,FAI SWAM 5A,47.0,ug/m3,,1.0,1.0,1
62,GIARDINI MARGHERITA,03/03/2019,04/03/2019,FAI SWAM 5A,24.0,ug/m3,,1.0,1.0,1
63,GIARDINI MARGHERITA,04/03/2019,05/03/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
64,GIARDINI MARGHERITA,05/03/2019,06/03/2019,FAI SWAM 5A,17.0,ug/m3,,1.0,1.0,1
65,GIARDINI MARGHERITA,06/03/2019,07/03/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
66,GIARDINI MARGHERITA,07/03/2019,08/03/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
67,GIARDINI MARGHERITA,08/03/2019,09/03/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
68,GIARDINI MARGHERITA,09/03/2019,10/03/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
69,GIARDINI MARGHERITA,10/03/2019,11/03/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
70,GIARDINI MARGHERITA,11/03/2019,12/03/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
71,GIARDINI MARGHERITA,12/03/2019,13/03/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
72,GIARDINI MARGHERITA,13/03/2019,14/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
73,GIARDINI MARGHERITA,14/03/2019,15/03/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
74,GIARDINI MARGHERITA,15/03/2019,16/03/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
75,GIARDINI MARGHERITA,16/03/2019,17/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
76,GIARDINI MARGHERITA,17/03/2019,18/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
77,GIARDINI MARGHERITA,18/03/2019,19/03/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
78,GIARDINI MARGHERITA,19/03/2019,20/03/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
79,GIARDINI MARGHERITA,20/03/2019,21/03/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
80,GIARDINI MARGHERITA,21/03/2019,22/03/2019,FAI SWAM 5A,18.0,ug/m3,,1.0,1.0,1
81,GIARDINI MARGHERITA,22/03/2019,23/03/2019,FAI SWAM 5A,20.0,ug/m3,,1.0,1.0,1
82,GIARDINI MARGHERITA,23/03/2019,24/03/2019,FAI SWAM 5A,19.0,ug/m3,,1.0,1.0,1
83,GIARDINI MARGHERITA,24/03/2019,25/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
84,GIARDINI MARGHERITA,25/03/2019,26/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
85,GIARDINI MARGHERITA,26/03/2019,27/03/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
86,GIARDINI MARGHERITA,27/03/2019,28/03/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
87,GIARDINI MARGHERITA,28/03/2019,29/03/2019,FAI SWAM 5A,12.0,ug/m3,,1.0,1.0,1
88,GIARDINI MARGHERITA,29/03/2019,30/03/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
89,GIARDINI MARGHERITA,30/03/2019,31/03/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
90,GIARDINI MARGHERITA,31/03/2019,01/04/2019,FAI SWAM 5A,12.0,ug/m3,,1.0,1.0,1
91,GIARDINI MARGHERITA,01/04/2019,02/04/2019,FAI SWAM 5A,15.0,ug/m3,,1.0,1.0,1
92,GIARDINI MARGHERITA,02/04/2019,03/04/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
93,GIARDINI MARGHERITA,03/04/2019,04/04/2019,FAI SWAM 5A,1.0,ug/m3,,1.0,1.0,1
94,GIARDINI MARGHERITA,04/04/2019,05/04/2019,FAI SWAM 5A,0.0,ug/m3,,1.0,-1.0,-1
95,GIARDINI MARGHERITA,05/04/2019,06/04/2019,FAI SWAM 5A,1.0,ug/m3,,1.0,1.0,1
96,GIARDINI MARGHERITA,06/04/2019,07/04/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
97,GIARDINI MARGHERITA,07/04/2019,08/04/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
98,GIARDINI MARGHERITA,08/04/2019,09/04/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
99,GIARDINI MARGHERITA,09/04/2019,10/04/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
100,GIARDINI MARGHERITA,10/04/2019,11/04/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
101,GIARDINI MARGHERITA,11/04/2019,12/04/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
102,GIARDINI MARGHERITA,12/04/2019,13/04/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
103,GIARDINI MARGHERITA,13/04/2019,14/04/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
104,GIARDINI MARGHERITA,14/04/2019,15/04/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
105,GIARDINI MARGHERITA,15/04/2019,16/04/2019,FAI SWAM 5A,16.0,ug/m3,,1.0,1.0,1
106,GIARDINI MARGHERITA,16/04/2019,17/04/2019,FAI SWAM 5A,16.0,ug/m3,,1.0,1.0,1
107,GIARDINI MARGHERITA,17/04/2019,18/04/2019,FAI SWAM 5A,19.0,ug/m3,,1.0,1.0,1
108,GIARDINI MARGHERITA,18/04/2019,19/04/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
109,GIARDINI MARGHERITA,19/04/2019,20/04/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
110,GIARDINI MARGHERITA,20/04/2019,21/04/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
111,GIARDINI MARGHERITA,21/04/2019,22/04/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
112,GIARDINI MARGHERITA,22/04/2019,23/04/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
113,GIARDINI MARGHERITA,23/04/2019,24/04/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
114,GIARDINI MARGHERITA,24/04/2019,25/04/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
115,GIARDINI MARGHERITA,25/04/2019,26/04/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
116,GIARDINI MARGHERITA,26/04/2019,27/04/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
117,GIARDINI MARGHERITA,27/04/2019,28/04/2019,FAI SWAM 5A,2.0,ug/m3,,1.0,1.0,1
118,GIARDINI MARGHERITA,28/04/2019,29/04/2019,FAI SWAM 5A,2.0,ug/m3,,1.0,1.0,1
119,GIARDINI MARGHERITA,29/04/2019,30/04/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
120,GIARDINI MARGHERITA,30/04/2019,01/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
121,GIARDINI MARGHERITA,01/05/2019,02/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
122,GIARDINI MARGHERITA,02/05/2019,03/05/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
123,GIARDINI MARGHERITA,03/05/2019,04/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
124,GIARDINI MARGHERITA,04/05/2019,05/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
125,GIARDINI MARGHERITA,05/05/2019,06/05/2019,FAI SWAM 5A,1.0,ug/m3,,1.0,1.0,1
126,GIARDINI MARGHERITA,06/05/2019,07/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
127,GIARDINI MARGHERITA,07/05/2019,08/05/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
128,GIARDINI MARGHERITA,08/05/2019,09/05/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
129,GIARDINI MARGHERITA,09/05/2019,10/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
130,GIARDINI MARGHERITA,10/05/2019,11/05/2019,FAI SWAM 5A,1.0,ug/m3,,1.0,1.0,1
131,GIARDINI MARGHERITA,11/05/2019,12/05/2019,FAI SWAM 5A,0.0,ug/m3,,1.0,1.0,1
132,GIARDINI MARGHERITA,12/05/2019,13/05/2019,FAI SWAM 5A,2.0,ug/m3,,1.0,1.0,1
133,GIARDINI MARGHERITA,13/05/2019,14/05/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
134,GIARDINI MARGHERITA,14/05/2019,15/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
135,GIARDINI MARGHERITA,15/05/2019,16/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
136,GIARDINI MARGHERITA,16/05/2019,17/05/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
137,GIARDINI MARGHERITA,17/05/2019,18/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
138,GIARDINI MARGHERITA,18/05/2019,19/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
139,GIARDINI MARGHERITA,19/05/2019,20/05/2019,FAI SWAM 5A,1.0,ug/m3,,1.0,1.0,1
140,GIARDINI MARGHERITA,20/05/2019,21/05/2019,FAI SWAM 5A,0.0,ug/m3,,1.0,1.0,1
141,GIARDINI MARGHERITA,21/05/2019,22/05/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
142,GIARDINI MARGHERITA,22/05/2019,23/05/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
143,GIARDINI MARGHERITA,23/05/2019,24/05/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
144,GIARDINI MARGHERITA,24/05/2019,25/05/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
145,GIARDINI MARGHERITA,25/05/2019,26/05/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
146,GIARDINI MARGHERITA,26/05/2019,27/05/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
147,GIARDINI MARGHERITA,27/05/2019,28/05/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
148,GIARDINI MARGHERITA,28/05/2019,29/05/2019,FAI SWAM 5A,,ug/m3,,-3.0,-3.0,-3
149,GIARDINI MARGHERITA,29/05/2019,30/05/2019,FAI SWAM 5A,,ug/m3,,-3.0,-3.0,-5
150,GIARDINI MARGHERITA,30/05/2019,31/05/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
151,GIARDINI MARGHERITA,31/05/2019,01/06/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
152,GIARDINI MARGHERITA,01/06/2019,02/06/2019,FAI SWAM 5A,,ug/m3,,-1.0,-1.0,-1
153,GIARDINI MARGHERITA,02/06/2019,03/06/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
154,GIARDINI MARGHERITA,03/06/2019,04/06/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
155,GIARDINI MARGHERITA,04/06/2019,05/06/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
156,GIARDINI MARGHERITA,05/06/2019,06/06/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
157,GIARDINI MARGHERITA,06/06/2019,07/06/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
158,GIARDINI MARGHERITA,07/06/2019,08/06/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
159,GIARDINI MARGHERITA,08/06/2019,09/06/2019,FAI SWAM 5A,17.0,ug/m3,,1.0,1.0,1
160,GIARDINI MARGHERITA,09/06/2019,10/06/2019,FAI SWAM 5A,16.0,ug/m3,,1.0,1.0,1
161,GIARDINI MARGHERITA,10/06/2019,11/06/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
162,GIARDINI MARGHERITA,11/06/2019,12/06/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
163,GIARDINI MARGHERITA,12/06/2019,13/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
164,GIARDINI MARGHERITA,13/06/2019,14/06/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
165,GIARDINI MARGHERITA,14/06/2019,15/06/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
166,GIARDINI MARGHERITA,15/06/2019,16/06/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
167,GIARDINI MARGHERITA,16/06/2019,17/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
168,GIARDINI MARGHERITA,17/06/2019,18/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
169,GIARDINI MARGHERITA,18/06/2019,19/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
170,GIARDINI MARGHERITA,19/06/2019,20/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
171,GIARDINI MARGHERITA,20/06/2019,21/06/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
172,GIARDINI MARGHERITA,21/06/2019,22/06/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
173,GIARDINI MARGHERITA,22/06/2019,23/06/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
174,GIARDINI MARGHERITA,23/06/2019,24/06/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
175,GIARDINI MARGHERITA,24/06/2019,25/06/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
176,GIARDINI MARGHERITA,25/06/2019,26/06/2019,FAI SWAM 5A,13.0,ug/m3,,1.0,1.0,1
177,GIARDINI MARGHERITA,26/06/2019,27/06/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
178,GIARDINI MARGHERITA,27/06/2019,28/06/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
179,GIARDINI MARGHERITA,28/06/2019,29/06/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
180,GIARDINI MARGHERITA,29/06/2019,30/06/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
181,GIARDINI MARGHERITA,30/06/2019,01/07/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
182,GIARDINI MARGHERITA,01/07/2019,02/07/2019,FAI SWAM 5A,15.0,ug/m3,,1.0,1.0,1
183,GIARDINI MARGHERITA,02/07/2019,03/07/2019,FAI SWAM 5A,,ug/m3,,-2.0,-2.0,-2
184,GIARDINI MARGHERITA,03/07/2019,04/07/2019,FAI SWAM 5A,,ug/m3,,-2.0,-2.0,-2
185,GIARDINI MARGHERITA,04/07/2019,05/07/2019,FAI SWAM 5A,,ug/m3,,-1.0,-1.0,-1
186,GIARDINI MARGHERITA,05/07/2019,06/07/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
187,GIARDINI MARGHERITA,06/07/2019,07/07/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
188,GIARDINI MARGHERITA,07/07/2019,08/07/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
189,GIARDINI MARGHERITA,08/07/2019,09/07/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
190,GIARDINI MARGHERITA,09/07/2019,10/07/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
191,GIARDINI MARGHERITA,10/07/2019,11/07/2019,FAI SWAM 5A,,ug/m3,,-5.0,-5.0,-5
192,GIARDINI MARGHERITA,11/07/2019,12/07/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
193,GIARDINI MARGHERITA,12/07/2019,13/07/2019,FAI SWAM 5A,9.0,ug/m3,,1.0,1.0,1
194,GIARDINI MARGHERITA,13/07/2019,14/07/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
195,GIARDINI MARGHERITA,14/07/2019,15/07/2019,FAI SWAM 5A,3.0,ug/m3,,1.0,1.0,1
196,GIARDINI MARGHERITA,15/07/2019,16/07/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
197,GIARDINI MARGHERITA,16/07/2019,17/07/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
198,GIARDINI MARGHERITA,17/07/2019,18/07/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
199,GIARDINI MARGHERITA,18/07/2019,19/07/2019,FAI SWAM 5A,14.0,ug/m3,,1.0,1.0,1
200,GIARDINI MARGHERITA,19/07/2019,20/07/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
201,GIARDINI MARGHERITA,20/07/2019,21/07/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
202,GIARDINI MARGHERITA,21/07/2019,22/07/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
203,GIARDINI MARGHERITA,22/07/2019,23/07/2019,FAI SWAM 5A,15.0,ug/m3,,1.0,1.0,1
204,GIARDINI MARGHERITA,23/07/2019,24/07/2019,FAI SWAM 5A,15.0,ug/m3,,1.0,1.0,1
205,GIARDINI MARGHERITA,24/07/2019,25/07/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
206,GIARDINI MARGHERITA,25/07/2019,26/07/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
207,GIARDINI MARGHERITA,26/07/2019,27/07/2019,FAI SWAM 5A,11.0,ug/m3,,1.0,1.0,1
208,GIARDINI MARGHERITA,27/07/2019,28/07/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
209,GIARDINI MARGHERITA,28/07/2019,29/07/2019,FAI SWAM 5A,4.0,ug/m3,,1.0,1.0,1
210,GIARDINI MARGHERITA,29/07/2019,30/07/2019,FAI SWAM 5A,5.0,ug/m3,,1.0,1.0,1
211,GIARDINI MARGHERITA,30/07/2019,31/07/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
212,GIARDINI MARGHERITA,31/07/2019,01/08/2019,FAI SWAM 5A,12.0,ug/m3,,1.0,1.0,1
213,GIARDINI MARGHERITA,01/08/2019,02/08/2019,FAI SWAM 5A,12.0,ug/m3,,1.0,1.0,1
214,GIARDINI MARGHERITA,02/08/2019,03/08/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
215,GIARDINI MARGHERITA,03/08/2019,04/08/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
216,GIARDINI MARGHERITA,04/08/2019,05/08/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
217,GIARDINI MARGHERITA,05/08/2019,06/08/2019,FAI SWAM 5A,6.0,ug/m3,,1.0,1.0,1
218,GIARDINI MARGHERITA,06/08/2019,07/08/2019,FAI SWAM 5A,8.0,ug/m3,,1.0,1.0,1
219,GIARDINI MARGHERITA,07/08/2019,08/08/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
220,GIARDINI MARGHERITA,08/08/2019,09/08/2019,FAI SWAM 5A,7.0,ug/m3,,1.0,1.0,1
221,GIARDINI MARGHERITA,09/08/2019,10/08/2019,FAI SWAM 5A,12.0,ug/m3,,1.0,1.0,1
222,GIARDINI MARGHERITA,10/08/2019,11/08/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
223,GIARDINI MARGHERITA,11/08/2019,12/08/2019,FAI SWAM 5A,10.0,ug/m3,,1.0,1.0,1
