,Stazione,Data inizio,Data fine,Strumento,PM2.5,Unità di misura,F1,F2,F3,F4
164,GIARDINI MARGHERITA,12/06/2016,13/06/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
165,GIARDINI MARGHERITA,13/06/2016,14/06/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
166,GIARDINI MARGHERITA,14/06/2016,15/06/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
167,GIARDINI MARGHERITA,15/06/2016,16/06/2016,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
168,GIARDINI MARGHERITA,16/06/2016,17/06/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
169,GIARDINI MARGHERITA,17/06/2016,18/06/2016,FAI SWAM 5A,2.0,ug/m3,,1,1.0,1.0
170,GIARDINI MARGHERITA,18/06/2016,19/06/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
171,GIARDINI MARGHERITA,19/06/2016,20/06/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
172,GIARDINI MARGHERITA,20/06/2016,21/06/2016,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
173,GIARDINI MARGHERITA,21/06/2016,22/06/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
174,GIARDINI MARGHERITA,22/06/2016,23/06/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
175,GIARDINI MARGHERITA,23/06/2016,24/06/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
176,GIARDINI MARGHERITA,24/06/2016,25/06/2016,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
177,GIARDINI MARGHERITA,25/06/2016,26/06/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
178,GIARDINI MARGHERITA,26/06/2016,27/06/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
179,GIARDINI MARGHERITA,27/06/2016,28/06/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
180,GIARDINI MARGHERITA,28/06/2016,29/06/2016,FAI SWAM 5A,3.0,ug/m3,,1,1.0,1.0
181,GIARDINI MARGHERITA,29/06/2016,30/06/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
182,GIARDINI MARGHERITA,30/06/2016,01/07/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
183,GIARDINI MARGHERITA,01/07/2016,02/07/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
184,GIARDINI MARGHERITA,02/07/2016,03/07/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
185,GIARDINI MARGHERITA,03/07/2016,04/07/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
186,GIARDINI MARGHERITA,04/07/2016,05/07/2016,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
187,GIARDINI MARGHERITA,05/07/2016,06/07/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
188,GIARDINI MARGHERITA,06/07/2016,07/07/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
189,GIARDINI MARGHERITA,07/07/2016,08/07/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
190,GIARDINI MARGHERITA,08/07/2016,09/07/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
191,GIARDINI MARGHERITA,09/07/2016,10/07/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
192,GIARDINI MARGHERITA,10/07/2016,11/07/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
193,GIARDINI MARGHERITA,11/07/2016,12/07/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
194,GIARDINI MARGHERITA,12/07/2016,13/07/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
195,GIARDINI MARGHERITA,13/07/2016,14/07/2016,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
196,GIARDINI MARGHERITA,14/07/2016,15/07/2016,FAI SWAM 5A,2.0,ug/m3,,1,1.0,1.0
197,GIARDINI MARGHERITA,15/07/2016,16/07/2016,FAI SWAM 5A,2.0,ug/m3,,1,1.0,1.0
198,GIARDINI MARGHERITA,16/07/2016,17/07/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
199,GIARDINI MARGHERITA,17/07/2016,18/07/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
200,GIARDINI MARGHERITA,18/07/2016,19/07/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
201,GIARDINI MARGHERITA,19/07/2016,20/07/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
202,GIARDINI MARGHERITA,20/07/2016,21/07/2016,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
203,GIARDINI MARGHERITA,21/07/2016,22/07/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
204,GIARDINI MARGHERITA,22/07/2016,23/07/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
205,GIARDINI MARGHERITA,23/07/2016,24/07/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
206,GIARDINI MARGHERITA,24/07/2016,25/07/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
207,GIARDINI MARGHERITA,25/07/2016,26/07/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
208,GIARDINI MARGHERITA,26/07/2016,27/07/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
209,GIARDINI MARGHERITA,27/07/2016,28/07/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
210,GIARDINI MARGHERITA,28/07/2016,29/07/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
211,GIARDINI MARGHERITA,29/07/2016,30/07/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
212,GIARDINI MARGHERITA,30/07/2016,31/07/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
213,GIARDINI MARGHERITA,31/07/2016,01/08/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
214,GIARDINI MARGHERITA,01/08/2016,02/08/2016,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
215,GIARDINI MARGHERITA,02/08/2016,03/08/2016,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
216,GIARDINI MARGHERITA,03/08/2016,04/08/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
217,GIARDINI MARGHERITA,04/08/2016,05/08/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
218,GIARDINI MARGHERITA,05/08/2016,06/08/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
219,GIARDINI MARGHERITA,06/08/2016,07/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
220,GIARDINI MARGHERITA,07/08/2016,08/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
221,GIARDINI MARGHERITA,08/08/2016,09/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
222,GIARDINI MARGHERITA,09/08/2016,10/08/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
223,GIARDINI MARGHERITA,10/08/2016,11/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
