,Stazione,Data inizio,Data fine,Strumento,PM2.5,Unità di misura,F1,F2,F3,F4
224,GIARDINI MARGHERITA,11/08/2016,12/08/2016,FAI SWAM 5A,3.0,ug/m3,,1,1.0,1.0
225,GIARDINI MARGHERITA,12/08/2016,13/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
226,GIARDINI MARGHERITA,13/08/2016,14/08/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
227,GIARDINI MARGHERITA,14/08/2016,15/08/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
228,GIARDINI MARGHERITA,15/08/2016,16/08/2016,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
229,GIARDINI MARGHERITA,16/08/2016,17/08/2016,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
230,GIARDINI MARGHERITA,17/08/2016,18/08/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
231,GIARDINI MARGHERITA,18/08/2016,19/08/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
232,GIARDINI MARGHERITA,19/08/2016,20/08/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
233,GIARDINI MARGHERITA,20/08/2016,21/08/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
234,GIARDINI MARGHERITA,21/08/2016,22/08/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
235,GIARDINI MARGHERITA,22/08/2016,23/08/2016,FAI SWAM 5A,0.0,ug/m3,,1,1.0,-1.0
236,GIARDINI MARGHERITA,23/08/2016,24/08/2016,FAI SWAM 5A,0.0,ug/m3,,1,1.0,-1.0
237,GIARDINI MARGHERITA,24/08/2016,25/08/2016,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
238,GIARDINI MARGHERITA,25/08/2016,26/08/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
239,GIARDINI MARGHERITA,26/08/2016,27/08/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
240,GIARDINI MARGHERITA,27/08/2016,28/08/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
241,GIARDINI MARGHERITA,28/08/2016,29/08/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
242,GIARDINI MARGHERITA,29/08/2016,30/08/2016,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
243,GIARDINI MARGHERITA,30/08/2016,31/08/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
244,GIARDINI MARGHERITA,31/08/2016,01/09/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
245,GIARDINI MARGHERITA,01/09/2016,02/09/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
246,GIARDINI MARGHERITA,02/09/2016,03/09/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
247,GIARDINI MARGHERITA,03/09/2016,04/09/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
248,GIARDINI MARGHERITA,04/09/2016,05/09/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
249,GIARDINI MARGHERITA,05/09/2016,06/09/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
250,GIARDINI MARGHERITA,06/09/2016,07/09/2016,FAI SWAM 5A,0.0,ug/m3,,1,1.0,1.0
251,GIARDINI MARGHERITA,07/09/2016,08/09/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
252,GIARDINI MARGHERITA,08/09/2016,09/09/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
253,GIARDINI MARGHERITA,09/09/2016,10/09/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
254,GIARDINI MARGHERITA,10/09/2016,11/09/2016,FAI SWAM 5A,21.0,ug/m3,,1,1.0,1.0
255,GIARDINI MARGHERITA,11/09/2016,12/09/2016,FAI SWAM 5A,22.0,ug/m3,,1,1.0,1.0
256,GIARDINI MARGHERITA,12/09/2016,13/09/2016,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
257,GIARDINI MARGHERITA,13/09/2016,14/09/2016,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
258,GIARDINI MARGHERITA,14/09/2016,15/09/2016,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
259,GIARDINI MARGHERITA,15/09/2016,16/09/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
260,GIARDINI MARGHERITA,16/09/2016,17/09/2016,FAI SWAM 5A,3.0,ug/m3,,1,1.0,1.0
261,GIARDINI MARGHERITA,17/09/2016,18/09/2016,FAI SWAM 5A,1.0,ug/m3,,1,1.0,1.0
262,GIARDINI MARGHERITA,18/09/2016,19/09/2016,FAI SWAM 5A,0.0,ug/m3,,1,1.0,1.0
263,GIARDINI MARGHERITA,19/09/2016,20/09/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
264,GIARDINI MARGHERITA,20/09/2016,21/09/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
265,GIARDINI MARGHERITA,21/09/2016,22/09/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
266,GIARDINI MARGHERITA,22/09/2016,23/09/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
267,GIARDINI MARGHERITA,23/09/2016,24/09/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
268,GIARDINI MARGHERITA,24/09/2016,25/09/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
269,GIARDINI MARGHERITA,25/09/2016,26/09/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
270,GIARDINI MARGHERITA,26/09/2016,27/09/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
271,GIARDINI MARGHERITA,27/09/2016,28/09/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
272,GIARDINI MARGHERITA,28/09/2016,29/09/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
273,GIARDINI MARGHERITA,29/09/2016,30/09/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
274,GIARDINI MARGHERITA,30/09/2016,01/10/2016,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
275,GIARDINI MARGHERITA,01/10/2016,02/10/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
276,GIARDINI MARGHERITA,02/10/2016,03/10/2016,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
277,GIARDINI MARGHERITA,03/10/2016,04/10/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
278,GIARDINI MARGHERITA,04/10/2016,05/10/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
279,GIARDINI MARGHERITA,05/10/2016,06/10/2016,FAI SWAM 5A,3.0,ug/m3,,1,1.0,1.0
280,GIARDINI MARGHERITA,06/10/2016,07/10/2016,FAI SWAM 5A,1.0,ug/m3,,1,1.0,1.0
281,GIARDINI MARGHERITA,07/10/2016,08/10/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
282,GIARDINI MARGHERITA,08/10/2016,09/10/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
283,GIARDINI MARGHERITA,09/10/2016,10/10/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
284,GIARDINI MARGHERITA,10/10/2016,11/10/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
285,GIARDINI MARGHERITA,11/10/2016,12/10/2016,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
286,GIARDINI MARGHERITA,12/10/2016,13/10/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
287,GIARDINI MARGHERITA,13/10/2016,14/10/2016,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
288,GIARDINI MARGHERITA,14/10/2016,15/10/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
289,GIARDINI MARGHERITA,15/10/2016,16/10/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
290,GIARDINI MARGHERITA,16/10/2016,17/10/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
291,GIARDINI MARGHERITA,17/10/2016,18/10/2016,FAI SWAM 5A,27.0,ug/m3,,1,1.0,1.0
292,GIARDINI MARGHERITA,18/10/2016,19/10/2016,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
293,GIARDINI MARGHERITA,19/10/2016,20/10/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
294,GIARDINI MARGHERITA,20/10/2016,21/10/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
295,GIARDINI MARGHERITA,21/10/2016,22/10/2016,FAI SWAM 5A,5.0,ug/m3,,1,1.0,1.0
296,GIARDINI MARGHERITA,22/10/2016,23/10/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
297,GIARDINI MARGHERITA,23/10/2016,24/10/2016,FAI SWAM 5A,28.0,ug/m3,,1,1.0,1.0
298,GIARDINI MARGHERITA,24/10/2016,25/10/2016,FAI SWAM 5A,33.0,ug/m3,,1,1.0,1.0
299,GIARDINI MARGHERITA,25/10/2016,26/10/2016,FAI SWAM 5A,38.0,ug/m3,,1,1.0,1.0
300,GIARDINI MARGHERITA,26/10/2016,27/10/2016,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
301,GIARDINI MARGHERITA,27/10/2016,28/10/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
302,GIARDINI MARGHERITA,28/10/2016,29/10/2016,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
303,GIARDINI MARGHERITA,29/10/2016,30/10/2016,FAI SWAM 5A,21.0,ug/m3,,1,1.0,1.0
304,GIARDINI MARGHERITA,30/10/2016,31/10/2016,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
305,GIARDINI MARGHERITA,31/10/2016,01/11/2016,FAI SWAM 5A,50.0,ug/m3,,1,1.0,1.0
306,GIARDINI MARGHERITA,01/11/2016,02/11/2016,FAI SWAM 5A,49.0,ug/m3,,1,1.0,1.0
307,GIARDINI MARGHERITA,02/11/2016,03/11/2016,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
308,GIARDINI MARGHERITA,03/11/2016,04/11/2016,FAI SWAM 5A,40.0,ug/m3,,1,1.0,1.0
309,GIARDINI MARGHERITA,04/11/2016,05/11/2016,FAI SWAM 5A,11.0,ug/m3,,1,1.0,1.0
310,GIARDINI MARGHERITA,05/11/2016,06/11/2016,FAI SWAM 5A,21.0,ug/m3,,1,1.0,1.0
311,GIARDINI MARGHERITA,06/11/2016,07/11/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
312,GIARDINI MARGHERITA,07/11/2016,08/11/2016,FAI SWAM 5A,3.0,ug/m3,,1,1.0,1.0
313,GIARDINI MARGHERITA,08/11/2016,09/11/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
314,GIARDINI MARGHERITA,09/11/2016,10/11/2016,FAI SWAM 5A,24.0,ug/m3,,1,1.0,1.0
315,GIARDINI MARGHERITA,10/11/2016,11/11/2016,FAI SWAM 5A,41.0,ug/m3,,1,1.0,1.0
316,GIARDINI MARGHERITA,11/11/2016,12/11/2016,FAI SWAM 5A,43.0,ug/m3,,1,1.0,1.0
317,GIARDINI MARGHERITA,12/11/2016,13/11/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
318,GIARDINI MARGHERITA,13/11/2016,14/11/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
319,GIARDINI MARGHERITA,14/11/2016,15/11/2016,FAI SWAM 5A,22.0,ug/m3,,1,1.0,1.0
320,GIARDINI MARGHERITA,15/11/2016,16/11/2016,FAI SWAM 5A,25.0,ug/m3,,1,1.0,1.0
321,GIARDINI MARGHERITA,16/11/2016,17/11/2016,FAI SWAM 5A,31.0,ug/m3,,1,1.0,1.0
322,GIARDINI MARGHERITA,17/11/2016,18/11/2016,FAI SWAM 5A,56.0,ug/m3,,1,1.0,1.0
323,GIARDINI MARGHERITA,18/11/2016,19/11/2016,FAI SWAM 5A,91.0,ug/m3,,1,1.0,1.0
324,GIARDINI MARGHERITA,19/11/2016,20/11/2016,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
325,GIARDINI MARGHERITA,20/11/2016,21/11/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
326,GIARDINI MARGHERITA,21/11/2016,22/11/2016,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
327,GIARDINI MARGHERITA,22/11/2016,23/11/2016,FAI SWAM 5A,22.0,ug/m3,,1,1.0,1.0
328,GIARDINI MARGHERITA,23/11/2016,24/11/2016,FAI SWAM 5A,26.0,ug/m3,,1,1.0,1.0
329,GIARDINI MARGHERITA,24/11/2016,25/11/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
330,GIARDINI MARGHERITA,25/11/2016,26/11/2016,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
331,GIARDINI MARGHERITA,26/11/2016,27/11/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
332,GIARDINI MARGHERITA,27/11/2016,28/11/2016,FAI SWAM 5A,6.0,ug/m3,,1,1.0,1.0
333,GIARDINI MARGHERITA,28/11/2016,29/11/2016,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
334,GIARDINI MARGHERITA,29/11/2016,30/11/2016,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
335,GIARDINI MARGHERITA,30/11/2016,01/12/2016,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
336,GIARDINI MARGHERITA,01/12/2016,02/12/2016,FAI SWAM 5A,18.0,ug/m3,,1,1.0,1.0
337,GIARDINI MARGHERITA,02/12/2016,03/12/2016,FAI SWAM 5A,38.0,ug/m3,,1,1.0,1.0
338,GIARDINI MARGHERITA,03/12/2016,04/12/2016,FAI SWAM 5A,41.0,ug/m3,,1,1.0,1.0
339,GIARDINI MARGHERITA,04/12/2016,05/12/2016,FAI SWAM 5A,36.0,ug/m3,,1,1.0,1.0
340,GIARDINI MARGHERITA,05/12/2016,06/12/2016,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
341,GIARDINI MARGHERITA,06/12/2016,07/12/2016,FAI SWAM 5A,42.0,ug/m3,,1,1.0,1.0
342,GIARDINI MARGHERITA,07/12/2016,08/12/2016,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
343,GIARDINI MARGHERITA,08/12/2016,09/12/2016,FAI SWAM 5A,38.0,ug/m3,,1,1.0,1.0
344,GIARDINI MARGHERITA,09/12/2016,10/12/2016,FAI SWAM 5A,45.0,ug/m3,,1,1.0,1.0
345,GIARDINI MARGHERITA,10/12/2016,11/12/2016,FAI SWAM 5A,33.0,ug/m3,,1,1.0,1.0
346,GIARDINI MARGHERITA,11/12/2016,12/12/2016,FAI SWAM 5A,36.0,ug/m3,,1,1.0,1.0
347,GIARDINI MARGHERITA,12/12/2016,13/12/2016,FAI SWAM 5A,41.0,ug/m3,,1,1.0,1.0
348,GIARDINI MARGHERITA,13/12/2016,14/12/2016,FAI SWAM 5A,22.0,ug/m3,,1,1.0,1.0
349,GIARDINI MARGHERITA,14/12/2016,15/12/2016,FAI SWAM 5A,25.0,ug/m3,,1,1.0,1.0
350,GIARDINI MARGHERITA,15/12/2016,16/12/2016,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
351,GIARDINI MARGHERITA,16/12/2016,17/12/2016,FAI SWAM 5A,41.0,ug/m3,,1,1.0,1.0
352,GIARDINI MARGHERITA,17/12/2016,18/12/2016,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
353,GIARDINI MARGHERITA,18/12/2016,19/12/2016,FAI SWAM 5A,31.0,ug/m3,,1,1.0,1.0
354,GIARDINI MARGHERITA,19/12/2016,20/12/2016,FAI SWAM 5A,43.0,ug/m3,,1,1.0,1.0
355,GIARDINI MARGHERITA,20/12/2016,21/12/2016,FAI SWAM 5A,31.0,ug/m3,,1,1.0,1.0
356,GIARDINI MARGHERITA,21/12/2016,22/12/2016,FAI SWAM 5A,26.0,ug/m3,,1,1.0,1.0
357,GIARDINI MARGHERITA,22/12/2016,23/12/2016,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
358,GIARDINI MARGHERITA,23/12/2016,24/12/2016,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
359,GIARDINI MARGHERITA,24/12/2016,25/12/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
360,GIARDINI MARGHERITA,25/12/2016,26/12/2016,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
361,GIARDINI MARGHERITA,26/12/2016,27/12/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
362,GIARDINI MARGHERITA,27/12/2016,28/12/2016,FAI SWAM 5A,20.0,ug/m3,,1,1.0,1.0
363,GIARDINI MARGHERITA,28/12/2016,29/12/2016,FAI SWAM 5A,15.0,ug/m3,,1,1.0,1.0
364,GIARDINI MARGHERITA,29/12/2016,30/12/2016,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
365,GIARDINI MARGHERITA,30/12/2016,31/12/2016,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
366,GIARDINI MARGHERITA,31/12/2016,01/01/2017,FAI SWAM 5A,26.0,ug/m3,,1,1.0,1.0
367,GIARDINI MARGHERITA,01/01/2017,02/01/2017,FAI SWAM 5A,20.0,ug/m3,,1,1.0,1.0
368,GIARDINI MARGHERITA,02/01/2017,03/01/2017,FAI SWAM 5A,46.0,ug/m3,,1,1.0,1.0
369,GIARDINI MARGHERITA,03/01/2017,04/01/2017,FAI SWAM 5A,73.0,ug/m3,,1,1.0,1.0
370,GIARDINI MARGHERITA,04/01/2017,05/01/2017,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
371,GIARDINI MARGHERITA,05/01/2017,06/01/2017,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
372,GIARDINI MARGHERITA,06/01/2017,07/01/2017,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
373,GIARDINI MARGHERITA,07/01/2017,08/01/2017,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
374,GIARDINI MARGHERITA,08/01/2017,09/01/2017,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
375,GIARDINI MARGHERITA,09/01/2017,10/01/2017,FAI SWAM 5A,38.0,ug/m3,,1,1.0,1.0
376,GIARDINI MARGHERITA,10/01/2017,11/01/2017,FAI SWAM 5A,56.0,ug/m3,,1,1.0,1.0
377,GIARDINI MARGHERITA,11/01/2017,12/01/2017,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
378,GIARDINI MARGHERITA,12/01/2017,13/01/2017,FAI SWAM 5A,53.0,ug/m3,,1,1.0,1.0
379,GIARDINI MARGHERITA,13/01/2017,14/01/2017,FAI SWAM 5A,44.0,ug/m3,,1,1.0,1.0
380,GIARDINI MARGHERITA,14/01/2017,15/01/2017,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
381,GIARDINI MARGHERITA,15/01/2017,16/01/2017,FAI SWAM 5A,35.0,ug/m3,,1,1.0,1.0
382,GIARDINI MARGHERITA,16/01/2017,17/01/2017,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
383,GIARDINI MARGHERITA,17/01/2017,18/01/2017,FAI SWAM 5A,10.0,ug/m3,,1,1.0,1.0
384,GIARDINI MARGHERITA,18/01/2017,19/01/2017,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
385,GIARDINI MARGHERITA,19/01/2017,20/01/2017,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
386,GIARDINI MARGHERITA,20/01/2017,21/01/2017,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
387,GIARDINI MARGHERITA,21/01/2017,22/01/2017,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
388,GIARDINI MARGHERITA,22/01/2017,23/01/2017,FAI SWAM 5A,36.0,ug/m3,,1,1.0,1.0
389,GIARDINI MARGHERITA,23/01/2017,24/01/2017,FAI SWAM 5A,50.0,ug/m3,,1,1.0,1.0
390,GIARDINI MARGHERITA,24/01/2017,25/01/2017,FAI SWAM 5A,28.0,ug/m3,,1,1.0,1.0
391,GIARDINI MARGHERITA,25/01/2017,26/01/2017,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
392,GIARDINI MARGHERITA,26/01/2017,27/01/2017,FAI SWAM 5A,33.0,ug/m3,,1,1.0,1.0
393,GIARDINI MARGHERITA,27/01/2017,28/01/2017,FAI SWAM 5A,33.0,ug/m3,,1,1.0,1.0
394,GIARDINI MARGHERITA,28/01/2017,29/01/2017,FAI SWAM 5A,49.0,ug/m3,,1,1.0,1.0
395,GIARDINI MARGHERITA,29/01/2017,30/01/2017,FAI SWAM 5A,72.0,ug/m3,,1,1.0,1.0
396,GIARDINI MARGHERITA,30/01/2017,31/01/2017,FAI SWAM 5A,87.0,ug/m3,,1,1.0,1.0
397,GIARDINI MARGHERITA,31/01/2017,01/02/2017,FAI SWAM 5A,151.0,ug/m3,,1,1.0,1.0
398,GIARDINI MARGHERITA,01/02/2017,02/02/2017,FAI SWAM 5A,160.0,ug/m3,,1,1.0,1.0
399,GIARDINI MARGHERITA,02/02/2017,03/02/2017,FAI SWAM 5A,138.0,ug/m3,,1,1.0,1.0
400,GIARDINI MARGHERITA,03/02/2017,04/02/2017,FAI SWAM 5A,60.0,ug/m3,,1,1.0,1.0
401,GIARDINI MARGHERITA,04/02/2017,05/02/2017,FAI SWAM 5A,18.0,ug/m3,,1,1.0,1.0
402,GIARDINI MARGHERITA,05/02/2017,06/02/2017,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
403,GIARDINI MARGHERITA,06/02/2017,07/02/2017,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
404,GIARDINI MARGHERITA,07/02/2017,08/02/2017,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
405,GIARDINI MARGHERITA,08/02/2017,09/02/2017,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
406,GIARDINI MARGHERITA,09/02/2017,10/02/2017,FAI SWAM 5A,29.0,ug/m3,,1,1.0,1.0
407,GIARDINI MARGHERITA,10/02/2017,11/02/2017,FAI SWAM 5A,30.0,ug/m3,,1,1.0,1.0
408,GIARDINI MARGHERITA,11/02/2017,12/02/2017,FAI SWAM 5A,51.0,ug/m3,,1,1.0,1.0
409,GIARDINI MARGHERITA,12/02/2017,13/02/2017,FAI SWAM 5A,67.0,ug/m3,,1,1.0,1.0
410,GIARDINI MARGHERITA,13/02/2017,14/02/2017,FAI SWAM 5A,55.0,ug/m3,,1,1.0,1.0
411,GIARDINI MARGHERITA,13/02/2017,14/02/2017,FAI SWAM 5A,,ug/m3,,0,,
412,GIARDINI MARGHERITA,14/02/2017,15/02/2017,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
413,GIARDINI MARGHERITA,15/02/2017,16/02/2017,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
414,GIARDINI MARGHERITA,16/02/2017,17/02/2017,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
415,GIARDINI MARGHERITA,17/02/2017,18/02/2017,FAI SWAM 5A,32.0,ug/m3,,1,1.0,1.0
416,GIARDINI MARGHERITA,18/02/2017,19/02/2017,FAI SWAM 5A,30.0,ug/m3,,1,1.0,1.0
417,GIARDINI MARGHERITA,19/02/2017,20/02/2017,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
418,GIARDINI MARGHERITA,20/02/2017,21/02/2017,FAI SWAM 5A,44.0,ug/m3,,1,1.0,1.0
419,GIARDINI MARGHERITA,21/02/2017,22/02/2017,FAI SWAM 5A,36.0,ug/m3,,1,1.0,1.0
420,GIARDINI MARGHERITA,22/02/2017,23/02/2017,FAI SWAM 5A,40.0,ug/m3,,1,1.0,1.0
421,GIARDINI MARGHERITA,23/02/2017,24/02/2017,FAI SWAM 5A,30.0,ug/m3,,1,1.0,1.0
422,GIARDINI MARGHERITA,24/02/2017,25/02/2017,FAI SWAM 5A,27.0,ug/m3,,1,1.0,1.0
423,GIARDINI MARGHERITA,25/02/2017,26/02/2017,FAI SWAM 5A,4.0,ug/m3,,1,1.0,1.0
424,GIARDINI MARGHERITA,26/02/2017,27/02/2017,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
425,GIARDINI MARGHERITA,27/02/2017,28/02/2017,FAI SWAM 5A,23.0,ug/m3,,1,1.0,1.0
426,GIARDINI MARGHERITA,28/02/2017,01/03/2017,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
427,GIARDINI MARGHERITA,01/03/2017,02/03/2017,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
428,GIARDINI MARGHERITA,02/03/2017,03/03/2017,FAI SWAM 5A,12.0,ug/m3,,1,1.0,1.0
429,GIARDINI MARGHERITA,03/03/2017,04/03/2017,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
430,GIARDINI MARGHERITA,04/03/2017,05/03/2017,FAI SWAM 5A,13.0,ug/m3,,1,1.0,1.0
431,GIARDINI MARGHERITA,05/03/2017,06/03/2017,FAI SWAM 5A,1.0,ug/m3,,1,1.0,1.0
432,GIARDINI MARGHERITA,06/03/2017,07/03/2017,FAI SWAM 5A,,ug/m3,,-1,-1.0,-1.0
433,GIARDINI MARGHERITA,07/03/2017,08/03/2017,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
434,GIARDINI MARGHERITA,08/03/2017,09/03/2017,FAI SWAM 5A,9.0,ug/m3,,1,1.0,1.0
435,GIARDINI MARGHERITA,09/03/2017,10/03/2017,FAI SWAM 5A,14.0,ug/m3,,1,1.0,1.0
436,GIARDINI MARGHERITA,10/03/2017,11/03/2017,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
437,GIARDINI MARGHERITA,11/03/2017,12/03/2017,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
438,GIARDINI MARGHERITA,12/03/2017,13/03/2017,FAI SWAM 5A,8.0,ug/m3,,1,1.0,1.0
439,GIARDINI MARGHERITA,13/03/2017,14/03/2017,FAI SWAM 5A,16.0,ug/m3,,1,1.0,1.0
440,GIARDINI MARGHERITA,14/03/2017,15/03/2017,FAI SWAM 5A,17.0,ug/m3,,1,1.0,1.0
441,GIARDINI MARGHERITA,16/03/2017,17/03/2017,FAI SWAM 5A,27.0,ug/m3,,1,1.0,1.0
442,GIARDINI MARGHERITA,17/03/2017,18/03/2017,FAI SWAM 5A,20.0,ug/m3,,1,1.0,1.0
443,GIARDINI MARGHERITA,18/03/2017,19/03/2017,FAI SWAM 5A,7.0,ug/m3,,1,1.0,1.0
444,GIARDINI MARGHERITA,19/03/2017,20/03/2017,FAI SWAM 5A,27.0,ug/m3,,1,1.0,1.0
445,GIARDINI MARGHERITA,20/03/2017,21/03/2017,FAI SWAM 5A,40.0,ug/m3,,1,1.0,1.0
446,GIARDINI MARGHERITA,21/03/2017,22/03/2017,FAI SWAM 5A,34.0,ug/m3,,1,1.0,1.0
447,GIARDINI MARGHERITA,22/03/2017,23/03/2017,FAI SWAM 5A,31.0,ug/m3,,1,1.0,1.0
448,GIARDINI MARGHERITA,23/03/2017,24/03/2017,FAI SWAM 5A,19.0,ug/m3,,1,1.0,1.0
